title;author;url;year;rate;ratings;genres;synopsis
Project Hail Mary (Hardcover);Andy Weir;https://www.goodreads.com/book/show/54493401-project-hail-mary;2021;4.51;637211;['Science Fiction', 'Fiction', 'Audiobook', 'Fantasy', 'Space', 'Thriller', 'Adult'];Ryland Grace is the sole survivor on a desperate, last-chance mission—and if he fails, humanity and the earth itself will perish.Except that right now, he doesn’t know that. He can’t even remember his own name, let alone the nature of his assignment or how to complete it.All he knows is that he’s been asleep for a very, very long time. And he’s just been awakened to find himself millions of miles from home, with nothing but two corpses for company.His crewmates dead, his memories fuzzily returning, Ryland realizes that an impossible task now confronts him. Hurtling through space on this tiny ship, it’s up to him to puzzle out an impossible scientific mystery—and conquer an extinction-level threat to our species.And with the clock ticking down and the nearest human being light-years away, he’s got to do it all alone.Or does he?
Mockingjay (The Hunger Games, #3);Suzanne Collins;https://www.goodreads.com/book/show/7260188-mockingjay;2010;4.09;3323212;['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure'];My name is Katniss Everdeen.Why am I not dead?I should be dead.Katniss Everdeen, girl on fire, has survived, even though her home has been destroyed. Gale has escaped. Katniss's family is safe. Peeta has been captured by the Capitol. District 13 really does exist. There are rebels. There are new leaders. A revolution is unfolding.It is by design that Katniss was rescued from the arena in the cruel and haunting Quarter Quell, and it is by design that she has long been part of the revolution without knowing it. District 13 has come out of the shadows and is plotting to overthrow the Capitol. Everyone, it seems, has had a hand in the carefully laid plans—except Katniss.The success of the rebellion hinges on Katniss's willingness to be a pawn, to accept responsibility for countless lives, and to change the course of the future of Panem. To do this, she must put aside her feelings of anger and distrust. She must become the rebels' Mockingjay—no matter what the personal cost.
The Time Machine (Paperback);H.G. Wells;https://www.goodreads.com/book/show/2493.The_Time_Machine;1895;3.89;529539;['Science Fiction', 'Fiction', 'Classics', 'Time Travel', 'Fantasy', 'Dystopia', 'Audiobook'];“I’ve had a most amazing time....”So begins the Time Traveller’s astonishing firsthand account of his journey 800,000 years beyond his own era—and the story that launched H.G. Wells’s successful career and earned him his reputation as the father of science fiction. With a speculative leap that still fires the imagination, Wells sends his brave explorer to face a future burdened with our greatest hopes...and our darkest fears. A pull of the Time Machine’s lever propels him to the age of a slowly dying Earth.  There he discovers two bizarre races—the ethereal Eloi and the subterranean Morlocks—who not only symbolize the duality of human nature, but offer a terrifying portrait of the men of tomorrow as well.  Published in 1895, this masterpiece of invention captivated readers on the threshold of a new century. Thanks to Wells’s expert storytelling and provocative insight, The Time Machine will continue to enthrall readers for generations to come.
Neuromancer (Sprawl, #1);William Gibson;https://www.goodreads.com/book/show/6088007-neuromancer;1984;3.89;335111;['Science Fiction', 'Fiction', 'Cyberpunk', 'Classics', 'Dystopia', 'Science Fiction Fantasy', 'Fantasy'];Hotwired to the leading edges of art and technology, Neuromancer is a cyberpunk, science fiction masterpiece—a classic that ranks with 1984 and Brave New World as one of the twentieth century’s most potent visions of the future.The Matrix is a world within the world, a global consensus-hallucination, the representation of every byte of data in cyberspace...Henry Dorsett Case was the sharpest data-thief in the business, until vengeful former employees crippled his nervous system. But now a new and very mysterious employer recruits him for a last-chance run. The target: an unthinkably powerful artificial intelligence orbiting Earth in service of the sinister Tessier-Ashpool business clan. With a dead man riding shotgun and Molly, mirror-eyed street-samurai, to watch his back, Case embarks on an adventure that ups the ante on an entire genre of fiction.The winner of the Hugo, Nebula, and Philip K. Dick Awards, Neuromancer was the first fully-realized glimpse of humankind’s digital future—a shocking vision that has challenged our assumptions about our technology and ourselves, reinvented the way we speak and think, and forever altered the landscape of our imaginations.
All Systems Red (The Murderbot Diaries, #1);Martha Wells;https://www.goodreads.com/book/show/32758901-all-systems-red;2017;4.15;261195;['Science Fiction', 'Fiction', 'Audiobook', 'Novella', 'Adult', 'Fantasy', 'Science Fiction Fantasy'];"""As a heartless killing machine, I was a complete failure.""In a corporate-dominated space-faring future, planetary missions must be approved and supplied by the Company. For their own safety, exploratory teams are accompanied by Company-supplied security androids. But in a society where contracts are awarded to the lowest bidder, safety isn’t a primary concern.On a distant planet, a team of scientists is conducting surface tests, shadowed by their Company-supplied ‘droid--a self-aware SecUnit that has hacked its own governor module and refers to itself (though never out loud) as “Murderbot.” Scornful of humans, Murderbot wants is to be left alone long enough to figure out who it is, but when a neighboring mission goes dark, it's up to the scientists and Murderbot to get to the truth."
Leviathan Wakes (The Expanse, #1);James S.A. Corey;https://www.goodreads.com/book/show/8855321-leviathan-wakes;2011;4.31;278654;['Science Fiction', 'Fiction', 'Audiobook', 'Space', 'Fantasy', 'Science Fiction Fantasy', 'Mystery'];Humanity has colonized the solar system—Mars, the Moon, the Asteroid Belt and beyond—but the stars are still out of our reach.Jim Holden is XO of an ice miner making runs from the rings of Saturn to the mining stations of the Belt. When he and his crew stumble upon a derelict ship, the Scopuli, they find themselves in possession of a secret they never wanted. A secret that someone is willing to kill for—and kill on a scale unfathomable to Jim and his crew. War is brewing in the system unless he can find out who left the ship and why.Detective Miller is looking for a girl. One girl in a system of billions, but her parents have money and money talks. When the trail leads him to the Scopuli and rebel sympathizer Holden, he realizes that this girl may be the key to everything.Holden and Miller must thread the needle between the Earth government, the Outer Planet revolutionaries, and secretive corporations—and the odds are against them. But out in the Belt, the rules are different, and one small ship can change the fate of the universe.
I, Robot (Robot, #0.1);Isaac Asimov;https://www.goodreads.com/book/show/41804.I_Robot;1950;4.21;353315;['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook'];"Isaac Asimov's I, Robot launches readers on an adventure into a not-so-distant future where man and machine , struggle to redefinelife, love, and consciousness—and where the stakes are nothing less than survival. Filled with unforgettable characters, mind-bending speculation, and nonstop action, I, Robot is a powerful reading experience from one of the master storytellers of our time. I, ROBOT They mustn't harm a human being, they must obey human orders, and they must protect their own existence...but only so long as that doesn't violate rules one and two. With these Three Laws of Robotics, humanity embarked on perhaps its greatest adventure: the invention of the first positronic man. It was a bold new era of evolution that would open up enormous possibilities—and unforeseen risks. For the scientists who invented the earliest robots weren't content that their creations should ' remain programmed helpers, companions, and semisentient worker-machines. And soon the robots themselves; aware of their own intelligence, power, and humanity, aren't either. As humans and robots struggle to survive together—and sometimes against each other—on earth and in space, the future of both hangs in the balance. Human men and women confront robots gone mad, telepathic robots, robot politicians, and vast robotic intelligences that may already secretly control the world. And both are asking the same questions: What is human? And is humanity obsolete? In l, Robot Isaac Asimov changes forever our perception of robots, and human beings and updates the timeless myth of man's dream to play god. with all its rewards—and terrors.--front flap"
Dark Matter (Hardcover);Blake Crouch;https://www.goodreads.com/book/show/27833670-dark-matter;2016;4.14;559518;['Science Fiction', 'Fiction', 'Thriller', 'Mystery', 'Audiobook', 'Mystery Thriller', 'Fantasy'];"A mindbending, relentlessly surprising thriller from the author of the bestselling Wayward Pines trilogy. Jason Dessen is walking home through the chilly Chicago streets one night, looking forward to a quiet evening in front of the fireplace with his wife, Daniela, and their son, Charlie—when his reality shatters.""Are you happy with your life?""Those are the last words Jason Dessen hears before the masked abductor knocks him unconscious. Before he awakens to find himself strapped to a gurney, surrounded by strangers in hazmat suits. Before a man Jason's never met smiles down at him and says, ""Welcome back, my friend."" In this world he's woken up to, Jason's life is not the one he knows. His wife is not his wife. His son was never born. And Jason is not an ordinary college physics professor, but a celebrated genius who has achieved something remarkable. Something impossible.Is it this world or the other that's the dream? And even if the home he remembers is real, how can Jason possibly make it back to the family he loves? The answers lie in a journey more wondrous and horrifying than anything he could've imagined—one that will force him to confront the darkest parts of himself even as he battles a terrifying, seemingly unbeatable foe.Dark Matter is a brilliantly plotted tale that is at once sweeping and intimate, mind-bendingly strange and profoundly human--a relentlessly surprising science-fiction thriller about choices, paths not taken, and how far we'll go to claim the lives we dream of."
Jurassic Park (Jurassic Park, #1);Michael Crichton;https://www.goodreads.com/book/show/40604658-jurassic-park;1990;4.11;978297;['Science Fiction', 'Fiction', 'Thriller', 'Fantasy', 'Adventure', 'Horror', 'Classics'];An astonishing technique for recovering and cloning dinosaur DNA has been discovered. Now humankind’s most thrilling fantasies have come true. Creatures extinct for eons roam Jurassic Park with their awesome presence and profound mystery, and all the world can visit them—for a price. Until something goes wrong. . . . In Jurassic Park, Michael Crichton taps all his mesmerizing talent and scientific brilliance to create his most electrifying technothriller.
Red Rising (Red Rising Saga, #1);Pierce Brown;https://www.goodreads.com/book/show/15839976-red-rising;2014;4.27;492544;['Science Fiction', 'Fantasy', 'Fiction', 'Dystopia', 'Young Adult', 'Audiobook', 'Adult'];"""I live for the dream that my children will be born free,"" she says. ""That they will be what they like. That they will own the land their father gave them.""""I live for you,"" I say sadly.Eo kisses my cheek. ""Then you must live for more.""Darrow is a Red, a member of the lowest caste in the color-coded society of the future. Like his fellow Reds, he works all day, believing that he and his people are making the surface of Mars livable for future generations.Yet he spends his life willingly, knowing that his blood and sweat will one day result in a better world for his children.But Darrow and his kind have been betrayed. Soon he discovers that humanity already reached the surface generations ago. Vast cities and sprawling parks spread across the planet. Darrow—and Reds like him—are nothing more than slaves to a decadent ruling class.Inspired by a longing for justice, and driven by the memory of lost love, Darrow sacrifices everything to infiltrate the legendary Institute, a proving ground for the dominant Gold caste, where the next generation of humanity's overlords struggle for power. He will be forced to compete for his life and the very future of civilization against the best and most brutal of Society's ruling class. There, he will stop at nothing to bring down his enemies... even if it means he has to become one of them to do so."
Hyperion (Hyperion Cantos, #1);Dan Simmons;https://www.goodreads.com/book/show/77566.Hyperion;1989;4.27;262676;['Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Science Fiction Fantasy', 'Audiobook', 'Horror'];On the world called Hyperion, beyond the law of the Hegemony of Man, there waits the creature called the Shrike. There are those who worship it. There are those who fear it. And there are those who have vowed to destroy it. In the Valley of the Time Tombs, where huge, brooding structures move backward through time, the Shrike waits for them all. On the eve of Armageddon, with the entire galaxy at war, seven pilgrims set forth on a final voyage to Hyperion seeking the answers to the unsolved riddles of their lives. Each carries a desperate hope—and a terrible secret. And one may hold the fate of humanity in his hands.
The Left Hand of Darkness (Paperback);Ursula K. Le Guin;https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness;1969;4.1;190512;['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Speculative Fiction', 'Queer'];A groundbreaking work of science fiction, The Left Hand of Darkness tells the story of a lone human emissary to Winter, an alien world whose inhabitants spend most of their time without a gender. His goal is to facilitate Winter's inclusion in a growing intergalactic civilization. But to do so he must bridge the gulf between his own views and those of the completely dissimilar culture that he encounters.Embracing the aspects of psychology, society, and human emotion on an alien world, The Left Hand of Darkness stands as a landmark achievement in the annals of intellectual science fiction.
Dune Messiah (Dune, #2);Frank Herbert;https://www.goodreads.com/book/show/44492285-dune-messiah;1969;3.89;326206;['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Audiobook', 'Science Fiction Fantasy', 'Space Opera'];Book Two in the Magnificent Dune Chronicles--the Bestselling Science Fiction Adventure of All TimeDune Messiah continues the story of Paul Atreides, better known--and feared--as the man christened Muad'Dib. As Emperor of the Known Universe, he possesses more power than a single man was ever meant to wield. Worshipped as a religious icon by the fanatical Fremens, Paul faces the enmity of the political houses he displaced when he assumed the throne--and a conspiracy conducted within his own sphere of influence.And even as House Atreides begins to crumble around him from the machinations of his enemies, the true threat to Paul comes to his lover, Chani, and the unborn heir to his family's dynasty...Includes an introduction by Brian Herbert
2001: A Space Odyssey (Space Odyssey, #1);Arthur C. Clarke;https://www.goodreads.com/book/show/70535.2001;1968;4.17;318850;['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space', 'Audiobook', 'Fantasy'];On the Moon, an enigma is uncovered.So great are the implications of this discovery that for the first time men are sent out deep into our solar system.But long before their destination is reached, things begin to go horribly, inexplicably wrong...One of the greatest-selling science fiction novels of our time, this classic book will grip you to the very end.
The War of the Worlds (Paperback);H.G. Wells;https://www.goodreads.com/book/show/8909.The_War_of_the_Worlds;1898;3.83;321985;['Science Fiction', 'Fiction', 'Classics', 'Fantasy', 'Audiobook', 'Horror', 'Science Fiction Fantasy'];When an army of invading Martians lands in England, panic and terror seize the population. As the aliens traverse the country in huge three-legged machines, incinerating all in their path with a heat ray and spreading noxious toxic gases, the people of the Earth must come to terms with the prospect of the end of human civilization and the beginning of Martian rule.Inspiring films, radio dramas, comic-book adaptations, television series and sequels,The War of the Worlds is a prototypical work of science fiction which has influenced every alien story that has come since, and is unsurpassed in its ability to thrill, well over a century since it was first published.
Divergent (Divergent, #1);Veronica Roth;https://www.goodreads.com/book/show/13335037-divergent;2011;4.14;4074087;['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Romance', 'Teen'];In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.
The Handmaid’s Tale (The Handmaid's Tale, #1);Margaret Atwood;https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale;1985;4.14;2113788;['Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Feminism', 'Fantasy', 'Adult'];"Offred is a Handmaid in the Republic of Gilead. She may leave the home of the Commander and his wife once a day to walk to food markets whose signs are now pictures instead of words because women are no longer allowed to read. She must lie on her back once a month and pray that the Commander makes her pregnant, because in an age of declining births, Offred and the other Handmaids are valued only if their ovaries are viable. Offred can remember the years before, when she lived and made love with her husband, Luke; when she played with and protected her daughter; when she had a job, money of her own, and access to knowledge. But all of that is gone now…Funny, unexpected, horrifying, and altogether convincing, The Handmaid's Tale is at once scathing satire, dire warning, and tour de force."
Stranger in a Strange Land (Paperback);Robert A. Heinlein;https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land;1961;3.92;316020;['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Novels'];NAME: Valentine Michael SmithANCESTRY: HumanORIGIN: MarsValentine Michael Smith is a human being raised on Mars, newly returned to Earth. Among his people for the first time, he struggles to understand the social mores and prejudices of human nature that are so alien to him, while teaching them his own fundamental beliefs in grokking, watersharing, and love.
The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2);Douglas Adams;https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe;1980;4.2;295884;['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Comedy', 'Classics', 'Audiobook'];"alternate edition for ISBN 0345418921/9780345418920Facing annihilation at the hands of the warlike Vogons is a curious time to have a cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle through space powered by pure improbability - and desperately in search of a place to eat. Among Arthur's motley shipmates are Ford Prefect, a long-time friend and contributor to the The Hitch Hiker's Guide to the Galaxy; Zaphod Beeblebrox, the three-armed, two-headed ex-president of the galaxy; Tricia McMilan, a fellow Earth refuge who's gone native (her name is Trillian now); and Marvin, who suffers nothing and no one gladly.Source: douglasadams.com"
Frankenstein: The 1818 Text (Paperback);Mary Wollstonecraft Shelley;https://www.goodreads.com/book/show/35031085-frankenstein;1818;3.87;1645699;['Horror', 'Fiction', 'Science Fiction', 'Gothic', 'Fantasy', 'School', 'Literature'];This is a previously-published edition of ISBN 9780143131847. Mary Shelley's seminal novel of the scientist whose creation becomes a monster. This edition is the original 1818 text, which preserves the hard-hitting and politically charged aspects of Shelley's original writing, as well as her unflinching wit and strong female voice. This edition also includes a new introduction and suggestions for further reading by author and Shelley expert Charlotte Gordon, literary excerpts and reviews selected by Gordon and a chronology and essay by preeminent Shelley scholar Charles E. Robinson.
The Martian Chronicles (Mass Market Paperback);Ray Bradbury;https://www.goodreads.com/book/show/76778.The_Martian_Chronicles;1950;4.15;267657;['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook'];The strange and wonderful tale of man’s experiences on Mars, filled with intense images and astonishing visions. Now part of the Voyager Classics collection.The Martian Chronicles tells the story of humanity’s repeated attempts to colonize the red planet. The first men were few. Most succumbed to a disease they called the Great Loneliness when they saw their home planet dwindle to the size of a fist. They felt they had never been born. Those few that survived found no welcome on Mars. The shape-changing Martians thought they were native lunatics and duly locked them up.But more rockets arrived from Earth, and more, piercing the hallucinations projected by the Martians. People brought their old prejudices with them – and their desires and fantasies, tainted dreams. These were soon inhabited by the strange native beings, with their caged flowers and birds of flame.Contents:Rocket SummerYllaThe Summer NightThe Earth MenThe TaxpayerThe Third Expedition-And the Moon Be Still As BrightThe SettlersThe Green MorningThe LocustsNight MeetingThe ShoreInterimThe MusiciansWay in the Middle of the AirThe Naming of NamesUsher IIThe Old OnesThe MartianThe Luggage StoreThe Off SeasonThe WatchersThe Silent TownsThe Long YearsThere Will Come Soft RainsThe Million Year Picnic
Cinder (The Lunar Chronicles, #1);Marissa Meyer;https://www.goodreads.com/book/show/36381037-cinder;2012;4.13;947238;['Fantasy', 'Young Adult', 'Science Fiction', 'Romance', 'Retellings', 'Fiction', 'Dystopia'];Humans and androids crowd the raucous streets of New Beijing. A deadly plague ravages the population. From space, a ruthless Lunar people watch, waiting to make their move. No one knows that Earth’s fate hinges on one girl. . . . Cinder, a gifted mechanic, is a cyborg. She’s a second-class citizen with a mysterious past, reviled by her stepmother and blamed for her stepsister’s illness. But when her life becomes intertwined with the handsome Prince Kai’s, she suddenly finds herself at the center of an intergalactic struggle, and a forbidden attraction. Caught between duty and freedom, loyalty and betrayal, she must uncover secrets about her past in order to protect her world’s future.
Slaughterhouse-Five (Paperback);Kurt Vonnegut Jr.;https://www.goodreads.com/book/show/4981.Slaughterhouse_Five;1969;4.1;1392058;['Fiction', 'Science Fiction', 'Classics', 'Historical Fiction', 'War', 'Literature', 'Novels'];Slaughterhouse-Five, an American classic, is one of the world’s great antiwar books. Centering on the infamous World War II firebombing of Dresden, the novel is the result of what Kurt Vonnegut described as a twenty-three-year struggle to write a book about what he had witnessed as an American prisoner of war. It combines historical fiction, science fiction, autobiography, and satire in an account of the life of Billy Pilgrim, a barber’s son turned draftee turned optometrist turned alien abductee. As Vonnegut had, Billy experiences the destruction of Dresden as a POW. Unlike Vonnegut, he experiences time travel, or coming “unstuck in time.” An instant bestseller, Slaughterhouse-Five made Kurt Vonnegut a cult hero in American literature, a reputation that only strengthened over time, despite his being banned and censored by some libraries and schools for content and language. But it was precisely those elements of Vonnegut’s writing—the political edginess, the genre-bending inventiveness, the frank violence, the transgressive wit—that have inspired generations of readers not just to look differently at the world around them but to find the confidence to say something about it.  Fifty years after its initial publication at the height of the Vietnam War, Vonnegut's portrayal of political disillusionment, PTSD, and postwar anxiety feels as relevant, darkly humorous, and profoundly affecting as ever, an enduring beacon through our own era’s uncertainties.
Snow Crash (Hardcover);Neal Stephenson;https://www.goodreads.com/book/show/61240297-snow-crash;1992;4.02;284490;['Science Fiction', 'Fiction', 'Cyberpunk', 'Fantasy', 'Dystopia', 'Science Fiction Fantasy', 'Audiobook'];"The ""brilliantly realized"" (The New York Times Book Review) modern classic that coined the term ""metaverse""--one of Time's 100 best English-language novels and ""a foundational text of the cyberpunk movement"" (Wired), now in a gorgeous new hardcover edition featuring bonus materialIn reality, Hiro Protagonist delivers pizza for Uncle Enzo's CosoNostra Pizza Inc., but in the Metaverse he's a warrior prince. Plunging headlong into the enigma of a new computer virus that's striking down hackers everywhere, he races along the neon-lit streets on a search-and-destroy mission for the shadowy virtual villain threatening to bring about infocalypse. Snow Crash is a mind-altering romp through a future America so bizarre, so outrageous . . . you'll recognize it immediately."
The Long Way to a Small, Angry Planet (Wayfarers, #1);Becky  Chambers;https://www.goodreads.com/book/show/22733729-the-long-way-to-a-small-angry-planet;2014;4.18;156878;['Science Fiction', 'Fiction', 'LGBT', 'Audiobook', 'Queer', 'Space Opera', 'Fantasy'];Follow a motley crew on an exciting journey through space-and one adventurous young explorer who discovers the meaning of family in the far reaches of the universe-in this light-hearted debut space opera from a rising sci-fi star.Rosemary Harper doesn’t expect much when she joins the crew of the aging Wayfarer. While the patched-up ship has seen better days, it offers her a bed, a chance to explore the far-off corners of the galaxy, and most importantly, some distance from her past. An introspective young woman who learned early to keep to herself, she’s never met anyone remotely like the ship’s diverse crew, including Sissix, the exotic reptilian pilot, chatty engineers Kizzy and Jenks who keep the ship running, and Ashby, their noble captain.Life aboard the Wayfarer is chaotic and crazy—exactly what Rosemary wants. It’s also about to get extremely dangerous when the crew is offered the job of a lifetime. Tunneling wormholes through space to a distant planet is definitely lucrative and will keep them comfortable for years. But risking her life wasn’t part of the plan. In the far reaches of deep space, the tiny Wayfarer crew will confront a host of unexpected mishaps and thrilling adventures that force them to depend on each other. To survive, Rosemary’s got to learn how to rely on this assortment of oddballs—an experience that teaches her about love and trust, and that having a family isn’t necessarily the worst thing in the universe.
Old Man's War (Old Man's War, #1);John Scalzi;https://www.goodreads.com/book/show/36510196-old-man-s-war;2005;4.23;202526;['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'War', 'Science Fiction Fantasy', 'Military Fiction'];"John Perry did two things on his 75th birthday. First he visited his wife's grave. Then he joined the army.The good news is that humanity finally made it into interstellar space. The bad news is that planets fit to live on are scarce-- and alien races willing to fight us for them are common. So: we fight. To defend Earth, and to stake our own claim to planetary real estate. Far from Earth, the war has been going on for decades: brutal, bloody, unyielding.Earth itself is a backwater. The bulk of humanity's resources are in the hands of the Colonial Defense Force. Everybody knows that when you reach retirement age, you can join the CDF. They don't want young people; they want people who carry the knowledge and skills of decades of living. You'll be taken off Earth and never allowed to return. You'll serve two years at the front. And if you survive, you'll be given a generous homestead stake of your own, on one of our hard-won colony planets.John Perry is taking that deal. He has only the vaguest idea what to expect. Because the actual fight, light-years from home, is far, far harder than he can imagine--and what he will become is far stranger."
The Giver (The Giver, #1);Lois Lowry;https://www.goodreads.com/book/show/3636.The_Giver;1993;4.12;2554789;['Young Adult', 'Fiction', 'Classics', 'Dystopia', 'Science Fiction', 'Fantasy', 'School'];At the age of twelve, Jonas, a young boy from a seemingly utopian, futuristic world, is singled out to receive special training from The Giver, who alone holds the memories of the true joys and pain of life.
Foundation and Empire (Foundation, #2);Isaac Asimov;https://www.goodreads.com/book/show/29581.Foundation_and_Empire;1952;4.22;209508;['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Audiobook', 'Classics'];Foundation and Empire tells the incredible story of a new breed of man who create a new force for galactic government. Thus, the Foundation hurtles into conflict with the decadent, decrepit First Empire. In this struggle for power amid the chaos of the stars, man stands at the threshold of a new, enlightened life which could easily be put aside for the old forces of barbarism. The Foundation novels of Isaac Asimov constitute what is very likely the most famed epic in all of science-fiction
Speaker for the Dead (Ender's Saga, #2);Orson Scott Card;https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead;1986;4.1;259156;['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space'];Now available in mass market, the revised, definitive edition of the Hugo and Nebula Award-winning classic. In this second book in the saga set 3,000 years after the terrible war, Ender Wiggin is reviled by history as the Xenocide--the destroyer of the alien Buggers. Now, Ender tells the true story of the war and seeks to stop history from repeating itself. ...In the aftermath of his terrible war, Ender Wiggin disappeared, and a powerful voice arose: The Speaker for the Dead, who told the true story of the Bugger War.Now, long years later, a second alien race has been discovered, but again the aliens' ways are strange and frightening...again, humans die. And it is only the Speaker for the Dead, who is also Ender Wiggin the Xenocide, who has the courage to confront the mystery...and the truth.Speaker for the Dead, the second novel in Orson Scott Card's Ender Quintet, is the winner of the 1986 Nebula Award for Best Novel and the 1987 Hugo Award for Best Novel.
Annihilation (Southern Reach, #1);Jeff VanderMeer;https://www.goodreads.com/book/show/17934530-annihilation;2014;3.77;244124;['Science Fiction', 'Fiction', 'Horror', 'Fantasy', 'Mystery', 'Audiobook', 'Dystopia'];"Area X has been cut off from the rest of the world for decades. Nature has reclaimed the last vestiges of human civilization. The first expedition returned with reports of a pristine, Edenic landscape; the second expedition ended in mass suicide, the third in a hail of gunfire as its members turned on one another. The members of the eleventh expedition returned as shadows of their former selves, and within weeks, all had died of cancer. In Annihilation, the first volume of Jeff VanderMeer's Southern Reach Trilogy, we join the twelfth expedition.The group is made up of four women: an anthropologist; a surveyor; a psychologist, the de facto leader; and our narrator, a biologist. Their mission is to map the terrain, record all observations of their surroundings and of one another, and, above all, avoid being contaminated by Area X itself.They arrive expecting the unexpected, and Area X delivers—but it’s the surprises that came across the border with them and the secrets the expedition members are keeping from one another that change everything."
A Wrinkle in Time (Time Quintet, #1);Madeleine L'Engle;https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time;1962;3.98;1221170;['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Science Fiction', 'Childrens', 'Middle Grade'];It was a dark and stormy night.Out of this wild night, a strange visitor comes to the Murry house and beckons Meg, her brother Charles Wallace, and their friend Calvin O'Keefe on a most dangerous and extraordinary adventure—one that will threaten their lives and our universe.Winner of the 1963 Newbery Medal, A Wrinkle in Time is the first book in Madeleine L'Engle's classic Time Quintet.
Artemis (Hardcover);Andy Weir;https://www.goodreads.com/book/show/34928122-artemis;2017;3.69;282407;['Science Fiction', 'Fiction', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Fantasy', 'Adult'];Jazz Bashara is a criminal. Well, sort of. Life on Artemis, the first and only city on the moon, is tough if you're not a rich tourist or an eccentric billionaire. So smuggling in the occasional harmless bit of contraband barely counts, right? Not when you've got debts to pay and your job as a porter barely covers the rent. Everything changes when Jazz sees the chance to commit the perfect crime, with a reward too lucrative to turn down. But pulling off the impossible is just the start of her problems, as she learns that she's stepped square into a conspiracy for control of Artemis itself—and that now, her only chance at survival lies in a gambit even riskier than the first.
Second Foundation (Foundation, #3);Isaac Asimov;https://www.goodreads.com/book/show/29580.Second_Foundation;1953;4.27;188680;['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Audiobook'];So far the Foundation was safe. But there was a hidden Second Foundation to protect the first. The Mule has yet to find it, but he was getting closer all the time. The men of the Foundation sought it, too, to escape from Mule's mind control. Only Arkady, a 14 year-old girl seemed to have the answer, or did she...?
