title;author;url;year;rate;ratings;genres;synopsis;decade
Armada;Ernest Cline;https://www.goodreads.com/book/show/16278318-armada;2015;3.55;122138;['Science Fiction', 'Fiction', 'Audiobook', 'Young Adult', 'Fantasy', 'Science Fiction Fantasy', 'Adventure'];Zack Lightman has spent his life dreaming. Dreaming that the real world could be a little more like the countless science-fiction books, movies, and videogames he’s spent his life consuming. Dreaming that one day, some fantastic, world-altering event will shatter the monotony of his humdrum existence and whisk him off on some grand space-faring adventure. But hey, there’s nothing wrong with a little escapism, right? After all, Zack tells himself, he knows the difference between fantasy and reality. He knows that here in the real world, aimless teenage gamers with anger issues don’t get chosen to save the universe. And then he sees the flying saucer. Even stranger, the alien ship he’s staring at is straight out of the videogame he plays every night, a hugely popular online flight simulator called Armada—in which gamers just happen to be protecting the earth from alien invaders.  No, Zack hasn’t lost his mind. As impossible as it seems, what he’s seeing is all too real. And his skills—as well as those of millions of gamers across the world—are going to be needed to save the earth from what’s about to befall it. It’s Zack’s chance, at last, to play the hero. But even through the terror and exhilaration, he can’t help thinking back to all those science-fiction stories he grew up with, and wondering: Doesn’t something about this scenario seem a little…familiar? At once gleefully embracing and brilliantly subverting science-fiction conventions as only Ernest Cline could, Armada is a rollicking, surprising thriller, a classic coming of age adventure, and an alien invasion tale like nothing you’ve ever read before—one whose every page is infused with the pop-culture savvy that has helped make Ready Player One a phenomenon.;2010
Firefight;Brandon Sanderson;https://www.goodreads.com/book/show/15704459-firefight;2015;4.25;104937;['Fantasy', 'Young Adult', 'Science Fiction', 'Fiction', 'Dystopia', 'Audiobook', 'Urban Fantasy'];Babylon Restored, formerly Manhattan, may give David answers. Ruled by the mysterious High Epic, Regalia, David is sure Babylon Restored will lead him to what he needs to find. And while entering another city oppressed by a High Epic despot is a gamble, David's willing to risk it. Because killing Steelheart left a hole in David's heart. A hole where his thirst for vengeance once lived. Somehow, he filled that hole with another Epic—Firefight. And he's willing to go on a quest darker, and more dangerous even, than the fight against Steelheart to find her, and to get his answers.;2010
Lost Stars;Claudia Gray;https://www.goodreads.com/book/show/25067046-lost-stars;2015;4.28;30034;['Star Wars', 'Science Fiction', 'Young Adult', 'Fiction', 'Romance', 'Fantasy', 'Audiobook'];The reign of the Galactic Empire has reached the Outer Rim planet of Jelucan, where aristocratic Thane Kyrell and rural villager Ciena Ree bond over their love of flying. Enrolling at the Imperial Academy together to become fighter pilots for the glorious Empire is nothing less than a dream come true for the both of them. But Thane sours on the dream when he sees firsthand the horrific tactics the Empire uses to maintain its ironclad rule.Bitter and disillusioned, Thane joins the fledgling Rebellion—putting Ciena in an unbearable position to choose between her loyalty to the Empire and her love for the man she's known since childhood.Now on opposite sides of the war, will these friends turned foes find a way to be together, or will duty tear them—and the galaxy—apart.;2010
The End of All Things;John Scalzi;https://www.goodreads.com/book/show/23168809-the-end-of-all-things;2015;4.0;24695;['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Science Fiction Fantasy', 'Space', 'Aliens'];Hugo-award winning author, John Scalzi returns to his best-selling Old Man's War universe with the direct sequel to 2013’s The Human DivisionHumans expanded into space…only to find a universe populated with multiple alien species bent on their destruction. Thus was the Colonial Union formed, to help protect us from a hostile universe. The Colonial Union used the Earth and its excess population for colonists and soldiers. It was a good arrangement...for the Colonial Union. Then the Earth said: no more.　Now the Colonial Union is living on borrowed time—a couple of decades at most, before the ranks of the Colonial Defense Forces are depleted and the struggling human colonies are vulnerable to the alien species who have been waiting for the first sign of weakness, to drive humanity to ruin. And there’s another problem: A group, lurking in the darkness of space, playing human and alien against each other—and against their own kind —for their own unknown reasons.　In this collapsing universe, CDF Lieutenant Harry Wilson and the Colonial Union diplomats he works with race against the clock to discover who is behind attacks on the Union and on alien races, to seek peace with a suspicious, angry Earth, and keep humanity’s union intact...or else risk oblivion, and extinction—and the end of all things.;2010
Ten Thousand Skies Above You;Claudia Gray;https://www.goodreads.com/book/show/17234659-ten-thousand-skies-above-you;2015;4.05;23747;['Young Adult', 'Science Fiction', 'Romance', 'Fantasy', 'Time Travel', 'Fiction', 'Audiobook'];Ever since she used the Firebird, her parents' invention, to cross into alternate dimensions, Marguerite has caught the attention of enemies who will do anything to force her into helping them dominate the multiverse—even hurting the people she loves. She resists until her boyfriend, Paul, is attacked and his consciousness scattered across multiple dimensions. Marguerite has no choice but to search for each splinter of Paul’s soul. The hunt sends her racing through a war-torn San Francisco, the criminal underworld of New York City, and a glittering Paris where another Marguerite hides a shocking secret. Each world brings Marguerite one step closer to rescuing Paul. But with each trial she faces, she begins to question the destiny she thought they shared.;2010
Ancillary Mercy;Ann Leckie;https://www.goodreads.com/book/show/23533039-ancillary-mercy;2015;4.22;45732;['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Science Fiction Fantasy', 'Space', 'Speculative Fiction'];Ancillary Mercy is the third book in the trilogy that began with Ancillary Justice.For a moment, things seemed to be under control for Breq, the soldier who used to be a warship. Then a search of Athoek Station's slums turns up someone who shouldn't exist and a messenger from the mysterious Presger empire arrives, as does Breq's old enemy, the divided, heavily armed, and possibly insane Anaander Mianaai—ruler of an empire at war with itself.Breq could flee with her ship and crew, but that would leave the people of Athoek in terrible danger. Breq has a desperate plan. The odds aren't good, but that's never stopped her before.;2010
Golden Son;Pierce Brown;https://www.goodreads.com/book/show/18966819-golden-son;2015;4.47;298300;['Science Fiction', 'Fantasy', 'Fiction', 'Dystopia', 'Young Adult', 'Audiobook', 'Adult'];As a Red, Darrow grew up working the mines deep beneath the surface of Mars, enduring backbreaking labor while dreaming of the better future he was building for his descendants. But the Society he faithfully served was built on lies. Darrow’s kind have been betrayed and denied by their elitist masters, the Golds—and their only path to liberation is revolution. And so Darrow sacrifices himself in the name of the greater good for which Eo, his true love and inspiration, laid down her own life. He becomes a Gold, infiltrating their privileged realm so that he can destroy it from within. A lamb among wolves in a cruel world, Darrow finds friendship, respect, and even love—but also the wrath of powerful rivals. To wage and win the war that will change humankind’s destiny, Darrow must confront the treachery arrayed against him, overcome his all-too-human desire for retribution—and strive not for violent revolt but a hopeful rebirth. Though the road ahead is fraught with danger and deceit, Darrow must choose to follow Eo’s principles of love and justice to free his people. He must live for more.;2010
Dark Matter;Blake Crouch;https://www.goodreads.com/book/show/27833670-dark-matter;2016;4.14;558949;['Science Fiction', 'Fiction', 'Thriller', 'Mystery', 'Audiobook', 'Mystery Thriller', 'Fantasy'];"A mindbending, relentlessly surprising thriller from the author of the bestselling Wayward Pines trilogy. Jason Dessen is walking home through the chilly Chicago streets one night, looking forward to a quiet evening in front of the fireplace with his wife, Daniela, and their son, Charlie—when his reality shatters.""Are you happy with your life?""Those are the last words Jason Dessen hears before the masked abductor knocks him unconscious. Before he awakens to find himself strapped to a gurney, surrounded by strangers in hazmat suits. Before a man Jason's never met smiles down at him and says, ""Welcome back, my friend."" In this world he's woken up to, Jason's life is not the one he knows. His wife is not his wife. His son was never born. And Jason is not an ordinary college physics professor, but a celebrated genius who has achieved something remarkable. Something impossible.Is it this world or the other that's the dream? And even if the home he remembers is real, how can Jason possibly make it back to the family he loves? The answers lie in a journey more wondrous and horrifying than anything he could've imagined—one that will force him to confront the darkest parts of himself even as he battles a terrifying, seemingly unbeatable foe.Dark Matter is a brilliantly plotted tale that is at once sweeping and intimate, mind-bendingly strange and profoundly human--a relentlessly surprising science-fiction thriller about choices, paths not taken, and how far we'll go to claim the lives we dream of.";2010
Invisible Planets: Contemporary Chinese Science Fiction in Translation;Ken Liu;https://www.goodreads.com/book/show/28220730-invisible-planets;2016;4.03;4956;['Science Fiction', 'Short Stories', 'Fiction', 'China', 'Anthologies', 'Fantasy', 'Speculative Fiction'];"Award-winning translator and author Ken Liu presents a collection of short speculative fiction from China. Some stories have won awards; some have been included in various 'Year's Best' anthologies; some have been well reviewed by critics and readers; and some are simply Ken's personal favorites. Many of the authors collected here (with the obvious exception of Liu Cixin) belong to the younger generation of 'rising stars'.In addition, three essays at the end of the book explore Chinese science fiction. Liu Cixin's essay, The Worst of All Possible Universes and The Best of All Possible Earths, gives a historical overview of SF in China and situates his own rise to prominence as the premier Chinese author within that context. Chen Qiufan's The Torn Generation gives the view of a younger generation of authors trying to come to terms with the tumultuous transformations around them. Finally, Xia Jia, who holds the first Ph.D. issued for the study of Chinese SF, asks What Makes Chinese Science Fiction Chinese?.";2010
Saga, Volume 6;Brian K. Vaughan;https://www.goodreads.com/book/show/28862528-saga-volume-6;2016;4.46;54149;['Graphic Novels', 'Comics', 'Fantasy', 'Science Fiction', 'Fiction', 'Graphic Novels Comics', 'Adult'];After a dramatic time jump, the three-time Eisner Award winner for Best Continuing Series continues to evolve, as Hazel begins the most exciting adventure of her life: kindergarten. Meanwhile, her starcrossed family learns hard lessons of their own. Collects: Saga #31-36.;2010
The Fever Code;James Dashner;https://www.goodreads.com/book/show/23267628-the-fever-code;2016;4.03;70932;['Dystopia', 'Young Adult', 'Science Fiction', 'Fiction', 'Fantasy', 'Post Apocalyptic', 'Adventure'];Once there was a world’s end.The forests burned, the lakes and rivers dried up, and the oceans swelled.Then came a plague, and fever spread across the globe. Families died, violence reigned, and man killed man.Next came WICKED, who were looking for an answer. And then they found the perfect boy.The boy’s name was Thomas, and Thomas built a maze.Now there are secrets.There are lies.And there are loyalties history could never have foreseen. This is the story of that boy, Thomas, and how he built a maze that only he could tear down.All will be revealed.;2010
Sleeping Giants;Sylvain Neuvel;https://www.goodreads.com/book/show/25733990-sleeping-giants;2016;3.82;92576;['Science Fiction', 'Fiction', 'Audiobook', 'Fantasy', 'Adult', 'Mystery', 'Science Fiction Fantasy'];A girl named Rose is riding her new bike near home in Deadwood, South Dakota, when she falls through the earth. She wakes up at the bottom of a square-shaped hole, its walls glowing with intricate carvings. But the firemen who come to save her peer down upon something even stranger: a little girl in the palm of a giant metal hand.Seventeen years later, the mystery of the bizarre artifact remains unsolved - the object's origins, architects, and purpose unknown.But some can never stop searching for answers.Rose Franklin is now a highly trained physicist leading a top-secret team to crack the hand's code. And along with her colleagues, she is being interviewed by a nameless interrogator whose power and purview are as enigmatic as the relic they seek. What's clear is that Rose and her compatriots are on the edge of unravelling history's most perplexing discovery-and finally figuring out what it portends for humanity. But once the pieces of the puzzle are in place, will the result be an instrument of lasting peace or a weapon of mass destruction?;2010
Gentleman Jole and the Red Queen;Lois McMaster Bujold;https://www.goodreads.com/book/show/25155958-gentleman-jole-and-the-red-queen;2016;3.83;9803;['Science Fiction', 'Romance', 'Fiction', 'Space Opera', 'Audiobook', 'Science Fiction Fantasy', 'Fantasy'];"Cordelia Naismith Vorkosigan returns to the planet that changed her destiny.FUTURE IMPERFECT Three years after her famous husband's death, Cordelia Vorkosigan, widowed Vicereine of Sergyar, stands ready to spin her life in a new direction. Oliver Jole, Admiral, Sergyar Fleet, finds himself caught up in her web of plans in ways he'd never imagined, bringing him to an unexpected crossroads in his life. Meanwhile, Miles Vorkosigan, one of Emperor Gregor's key investigators, this time dispatches himself on a mission of inquiry, into a mystery he never anticipated; his own mother. Plans, wills, and expectations collide in this sparkling science-fiction social comedy, as the impact of galactic technology on the range of the possible changes all the old rules, and Miles learns that not only is the future not what he expects, neither is the past.";2010
Catalyst: A Rogue One Novel;James Luceno;https://www.goodreads.com/book/show/29662066-catalyst;2016;3.75;18801;['Star Wars', 'Science Fiction', 'Fiction', 'Audiobook', 'Fantasy', 'Space Opera', 'Novels'];War is tearing the galaxy apart. For years the Republic and the Separatists have battled across the stars, each building more and more deadly technology in an attempt to win the war. As a member of Chancellor Palpatine’s top secret Death Star project, Orson Krennic is determined to develop a superweapon before their enemies can. And an old friend of Krennic’s, the brilliant scientist Galen Erso, could be the key.Galen’s energy-focused research has captured the attention of both Krennic and his foes, making the scientist a crucial pawn in the galactic conflict. But after Krennic rescues Galen, his wife, Lyra, and their young daughter, Jyn, from Separatist kidnappers, the Erso family is deeply in Krennic’s debt. Krennic then offers Galen an extraordinary opportunity: to continue his scientific studies with every resource put utterly at his disposal. While Galen and Lyra believe that his energy research will be used purely in altruistic ways, Krennic has other plans that will finally make the Death Star a reality. Trapped in their benefactor’s tightening grasp, the Ersos must untangle Krennic’s web of deception to save themselves and the galaxy itself.;2010
Columbus Day;Craig Alanson;https://www.goodreads.com/book/show/36449535-columbus-day;2016;4.26;27342;['Science Fiction', 'Audiobook', 'Fiction', 'Space Opera', 'Fantasy', 'Military Fiction', 'Science Fiction Fantasy'];We were fighting on the wrong side, of a war we couldn't win. And that was the good news. The Ruhar hit us on Columbus Day. There we were, innocently drifting along the cosmos on our little blue marble, like the native Americans in 1492. Over the horizon come ships of a technologically advanced, aggressive culture, and BAM! There go the good old days, when humans only got killed by each other. So, Columbus Day. It fits. When the morning sky twinkled again, this time with Kristang starships jumping in to hammer the Ruhar, we thought we were saved. The UN Expeditionary Force hitched a ride on Kristang ships to fight the Ruhar, wherever our new allies thought we could be useful. So, I went from fighting with the US Army in Nigeria, to fighting in space. It was lies, all of it. We shouldn't even be fighting the Ruhar, they aren't our enemy, our allies are. I'd better start at the beginning....;2010
All the Birds in the Sky;Charlie Jane Anders;https://www.goodreads.com/book/show/25372801-all-the-birds-in-the-sky;2016;3.59;47078;['Fantasy', 'Science Fiction', 'Fiction', 'Magical Realism', 'Magic', 'Urban Fantasy', 'Romance'];Childhood friends Patricia Delfine, a witch, and Laurence Armstead, a mad scientist, parted ways under mysterious circumstances during middle school. But as adults they both wind up in near-future San Francisco, where Laurence is an engineering genius and Patricia works with a small band of other magicians to secretly repair the world’s ever growing ailments. But something is determined to bring them back together—to either save the world, or end it.;2010
The Obelisk Gate;N.K. Jemisin;https://www.goodreads.com/book/show/26228034-the-obelisk-gate;2016;4.3;170112;['Fantasy', 'Fiction', 'Science Fiction', 'Audiobook', 'Dystopia', 'Science Fiction Fantasy', 'Adult'];Essun has found shelter, but not her missing daughter. Instead there is Alabaster Tenring, destroyer of the world, with a request that would seal the fate of the Stillness forever.;2010
The Last Star;Rick Yancey;https://www.goodreads.com/book/show/16131489-the-last-star;2016;3.61;76850;['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Aliens', 'Fantasy', 'Romance'];The enemy is Other. The enemy is us.They’re down here, they’re up there, they’re nowhere. They want the Earth, they want us to have it. They came to wipe us out, they came to save us.But beneath these riddles lies one truth: Cassie has been betrayed. So has Ringer. Zombie. Nugget. And all 7.5 billion people who used to live on our planet. Betrayed first by the Others, and now by ourselves.In these last days, Earth’s remaining survivors will need to decide what’s more important: saving themselves…or saving what makes us human.;2010
The Fireman;Joe Hill;https://www.goodreads.com/book/show/29875363-the-fireman;2016;3.91;61247;['Horror', 'Fiction', 'Science Fiction', 'Fantasy', 'Thriller', 'Audiobook', 'Dystopia'];"From the award-winning, New York Times bestselling author of NOS4A2 and Heart-Shaped Box comes a chilling novel about a worldwide pandemic of spontaneous combustion that threatens to reduce civilization to ashes and a band of improbable heroes who battle to save it, led by one powerful and enigmatic man known as the Fireman.The fireman is coming. Stay cool.No one knows exactly when it began or where it originated. A terrifying new plague is spreading like wildfire across the country, striking cities one by one: Boston, Detroit, Seattle. The doctors call it Draco Incendia Trychophyton. To everyone else it’s Dragonscale, a highly contagious, deadly spore that marks its hosts with beautiful black and gold marks across their bodies—before causing them to burst into flames. Millions are infected; blazes erupt everywhere. There is no antidote. No one is safe.Harper Grayson, a compassionate, dedicated nurse as pragmatic as Mary Poppins, treated hundreds of infected patients before her hospital burned to the ground. Now she’s discovered the telltale gold-flecked marks on her skin. When the outbreak first began, she and her husband, Jakob, had made a pact: they would take matters into their own hands if they became infected. To Jakob’s dismay, Harper wants to live—at least until the fetus she is carrying comes to term. At the hospital, she witnessed infected mothers give birth to healthy babies and believes hers will be fine too. . . if she can live long enough to deliver the child.Convinced that his do-gooding wife has made him sick, Jakob becomes unhinged, and eventually abandons her as their placid New England community collapses in terror. The chaos gives rise to ruthless Cremation Squads—armed, self-appointed posses roaming the streets and woods to exterminate those who they believe carry the spore. But Harper isn’t as alone as she fears: a mysterious and compelling stranger she briefly met at the hospital, a man in a dirty yellow fire fighter’s jacket, carrying a hooked iron bar, straddles the abyss between insanity and death. Known as The Fireman, he strolls the ruins of New Hampshire, a madman afflicted with Dragonscale who has learned to control the fire within himself, using it as a shield to protect the hunted . . . and as a weapon to avenge the wronged.In the desperate season to come, as the world burns out of control, Harper must learn the Fireman’s secrets before her life—and that of her unborn child—goes up in smoke.";2010
Crosstalk;Connie Willis;https://www.goodreads.com/book/show/25430248-crosstalk;2016;3.56;12688;['Science Fiction', 'Romance', 'Fiction', 'Fantasy', 'Humor', 'Audiobook', 'Adult'];Science fiction icon Connie Willis brilliantly mixes a speculative plot, the wit of Nora Ephron, and the comedic flair of P. G. Wodehouse in Crosstalk, a genre-bending novel that pushes social media, smartphone technology, and twenty-four-hour availability to hilarious and chilling extremes as one young woman abruptly finds herself with way more connectivity than she ever desired.In the not-too-distant future, a simple outpatient procedure to increase empathy between romantic partners has become all the rage. And Briddey Flannigan is delighted when her boyfriend, Trent, suggests undergoing the operation prior to a marriage proposal - to enjoy better emotional connection and a perfect relationship with complete communication and understanding. But things don't quite work out as planned, and Briddey finds herself connected to someone else entirely - in a way far beyond what she signed up for.It is almost more than she can handle - especially when the stress of managing her all-too-eager-to-communicate-at-all-times family is already burdening her brain. But that's only the beginning. As things go from bad to worse, she begins to see the dark side of too much information, and to realize that love - and communication - are far more complicated than she ever imagined.;2010
The Paper Menagerie and Other Stories;Ken Liu;https://www.goodreads.com/book/show/24885533-the-paper-menagerie-and-other-stories;2016;4.36;33446;['Short Stories', 'Fantasy', 'Fiction', 'Science Fiction', 'Magical Realism', 'Historical Fiction', 'Audiobook'];A publishing event: Bestselling author Ken Liu selects his award-winning science fiction and fantasy tales for a groundbreaking collection—including a brand-new piece exclusive to this volume.With his debut novel, The Grace of Kings, taking the literary world by storm, Ken Liu now shares his finest short fiction in The Paper Menagerie. This mesmerizing collection features all of Ken’s award-winning and award-finalist stories, including: “The Man Who Ended History: A Documentary” (Finalist for the Hugo, Nebula, and Theodore Sturgeon Awards), “Mono No Aware” (Hugo Award winner), “The Waves” (Nebula Award finalist), “The Bookmaking Habits of Select Species” (Nebula and Sturgeon award finalists), “All the Flavors” (Nebula award finalist), “The Litigation Master and the Monkey King” (Nebula Award finalist), and the most awarded story in the genre’s history, “The Paper Menagerie” (The only story to win the Hugo, Nebula, and World Fantasy awards).A must-have for every science fiction and fantasy fan, this beautiful book is an anthology to savor.;2010
Paper Girls, Volume 2;Brian K. Vaughan;https://www.goodreads.com/book/show/31338724-paper-girls-volume-2;2016;4.1;33735;['Graphic Novels', 'Comics', 'Science Fiction', 'Fiction', 'Young Adult', 'Graphic Novels Comics', 'Time Travel'];The smash-hit series from BRIAN K. VAUGHAN and CLIFF CHIANG continues with a bold new direction, as intrepid young newspaper deliverers Erin, Mac, and Tiffany find themselves launched from 1988 to a distant and terrifying future...the year 2016.Collects PAPER GIRLS #6-10;2010
Ahsoka;E.K. Johnston;https://www.goodreads.com/book/show/29749107-ahsoka;2016;4.08;40867;['Star Wars', 'Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Audiobook', 'Space Opera'];Fans have long wondered what happened to Ahsoka after she left the Jedi Order near the end of the Clone Wars, and before she re-appeared as the mysterious Rebel operative Fulcrum in Rebels. Finally, her story will begin to be told. Following her experiences with the Jedi and the devastation of Order 66, Ahsoka is unsure she can be part of a larger whole ever again. But her desire to fight the evils of the Empire and protect those who need it will lead her right to Bail Organa, and the Rebel Alliance….;2010
The City of Mirrors;Justin Cronin;https://www.goodreads.com/book/show/26891429-the-city-of-mirrors;2016;4.21;57751;['Horror', 'Fiction', 'Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Dystopia', 'Vampires'];The world we knew is gone. What world will rise in its place? The Twelve have been destroyed and the terrifying hundred-year reign of darkness that descended upon the world has ended. The survivors are stepping outside their walls, determined to build society anew—and daring to dream of a hopeful future. But far from them, in a dead metropolis, he waits: Zero. The First. Father of the Twelve. The anguish that shattered his human life haunts him, and the hatred spawned by his transformation burns bright. His fury will be quenched only when he destroys Amy—humanity’s only hope, the Girl from Nowhere who grew up to rise against him. One last time light and dark will clash, and at last Amy and her friends will know their fate.;2010
Infomocracy;Malka Ann Older;https://www.goodreads.com/book/show/26114433-infomocracy;2016;3.61;6731;['Science Fiction', 'Fiction', 'Cyberpunk', 'Dystopia', 'Politics', 'Audiobook', 'Science Fiction Fantasy'];It's been twenty years and two election cycles since Information, a powerful search engine monopoly, pioneered the switch from warring nation-states to global micro-democracy. The corporate coalition party Heritage has won the last two elections. With another election on the horizon, the Supermajority is in tight contention, and everything's on the line.With power comes corruption. For Ken, this is his chance to do right by the idealistic Policy1st party and get a steady job in the big leagues. For Domaine, the election represents another staging ground in his ongoing struggle against the pax democratica. For Mishima, a dangerous Information operative, the whole situation is a puzzle: how do you keep the wheels running on the biggest political experiment of all time, when so many have so much to gain?Infomocracy is Malka Older's debut novel.;2010
Replica;Lauren Oliver;https://www.goodreads.com/book/show/28448287-replica;2016;3.63;16984;['Young Adult', 'Science Fiction', 'Fiction', 'Dystopia', 'Fantasy', 'Contemporary', 'Mystery'];LyraFrom a distance, the Haven Institute, tucked away on a private island off the coast of Florida, looks serene and even beautiful. But up close the locked doors, military guards, and biohazard suits tell a different story. In truth, it is a clandestine research facility where thousands of replicas, or human models, are born, raised, and observed.But when a surprise attack is launched on Haven, two of its young experimental subjects—Lyra, or 24, and the boy known only as 72—manage to escape. As they make their way through a new and menacing environment, they meet a stranger named Gemma, who has embarked on a perilous quest of her own. And as Lyra tries to understand Haven’s purpose, she uncovers earth-shattering secrets that will change the lives of both girls.GemmaGemma has been in and out of hospitals her whole life. A sickly child, she has grown into a lonely adolescent whose life is circumscribed by home, school, and her best friend, April.But after she is nearly abducted by a stranger claiming to know her, Gemma starts to investigate her family’s past and discovers her father’s mysterious connection to the secretive Haven research facility. Hungry for answers, she travels to Florida, only to stumble upon two human models, or replicas, 24 and 72—and a completely new set of questions. As Gemma tries to unravel the mysteries of Haven, she learns terrible truths about herself and her family that will threaten to destroy everything she loves.Two girls, two stories, one novel.While the stories of Gemma and Lyra mirror each other, each contains revelations critically important to the other story. Their narratives can be read separately or in alternating chapters.;2010
The Wild Robot;Peter  Brown;https://www.goodreads.com/book/show/26030734-the-wild-robot;2016;4.13;65769;['Middle Grade', 'Science Fiction', 'Fiction', 'Childrens', 'Fantasy', 'Animals', 'Audiobook'];Can a robot survive in the wilderness?When robot Roz opens her eyes for the first time, she discovers that she is all alone on a remote, wild island. She has no idea how she got there or what her purpose is—but she knows she needs to survive. After battling a violent storm and escaping a vicious bear attack, she realizes that her only hope for survival is to adapt to her surroundings and learn from the island's unwelcoming animal inhabitants.As Roz slowly befriends the animals, the island starts to feel like home—until, one day, the robot's mysterious past comes back to haunt her.From bestselling and award-winning author and illustrator Peter Brown comes a heartwarming and action-packed novel about what happens when nature and technology collide.;2010
Glass Sword;Victoria Aveyard;https://www.goodreads.com/book/show/23174274-glass-sword;2016;3.79;375995;['Young Adult', 'Dystopia', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Audiobook', 'Magic'];If there’s one thing Mare Barrow knows, it’s that she’s different.Mare Barrow’s blood is red—the color of common folk—but her Silver ability, the power to control lightning, has turned her into a weapon that the royal court tries to control. The crown calls her an impossibility, a fake, but as she makes her escape from Maven, the prince—the friend—who betrayed her, Mare uncovers something startling: she is not the only one of her kind.Pursued by Maven, now a vindictive king, Mare sets out to find and recruit other Red-and-Silver fighters to join in the struggle against her oppressors. But Mare finds herself on a deadly path, at risk of becoming exactly the kind of monster she is trying to defeat. Will she shatter under the weight of the lives that are the cost of rebellion? Or have treachery and betrayal hardened her forever?The electrifying next installment in the Red Queen series escalates the struggle between the growing rebel army and the blood-segregated world they’ve always known—and pits Mare against the darkness that has grown in her soul.;2010
Passenger;Alexandra Bracken;https://www.goodreads.com/book/show/20983362-passenger;2016;3.76;41515;['Fantasy', 'Young Adult', 'Time Travel', 'Historical Fiction', 'Romance', 'Science Fiction', 'Historical'];"Passage, n.i. A brief section of music composed of a series of notes and flourishes.ii. A journey by water; a voyage.iii. The transition from one place to another, across space and time.In one devastating night, violin prodigy Etta Spencer loses everything she knows and loves. Thrust into an unfamiliar world by a stranger with a dangerous agenda, Etta is certain of only one thing: she has traveled not just miles but years from home. And she’s inherited a legacy she knows nothing about from a family whose existence she’s never heard of. Until now.Nicholas Carter is content with his life at sea, free from the Ironwoods—a powerful family in the colonies—and the servitude he’s known at their hands. But with the arrival of an unusual passenger on his ship comes the insistent pull of the past that he can’t escape and the family that won’t let him go so easily. Now the Ironwoods are searching for a stolen object of untold value, one they believe only Etta, Nicholas’ passenger, can find. In order to protect her, he must ensure she brings it back to them—whether she wants to or not.Together, Etta and Nicholas embark on a perilous journey across centuries and continents, piecing together clues left behind by the traveler who will do anything to keep the object out of the Ironwoods’ grasp. But as they get closer to the truth of their search, and the deadly game the Ironwoods are playing, treacherous forces threaten to separate Etta not only from Nicholas but from her path home... forever.Alternate cover for this ISBN can be found here";2010
Babylon’s Ashes;James S.A. Corey;https://www.goodreads.com/book/show/25877663-babylon-s-ashes;2016;4.25;85261;['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Fantasy'];"The sixth book in the New York Times bestselling Expanse series. 



NOW A MAJOR TV SERIES
A revolution brewing for generations has begun in fire. It will end in blood.The Free Navy - a violent group of Belters in black-market military ships - has crippled the Earth and begun a campaign of piracy and violence among the outer planets. The colony ships heading for the thousand new worlds on the far side of the alien ring gates are easy prey, and no single navy remains strong enough to protect them.James Holden and his crew know the strengths and weaknesses of this new force better than anyone. Outnumbered and outgunned, the embattled remnants of the old political powers call on the Rocinante for a desperate mission to reach Medina Station at the heart of the gate network. But the new alliances are as flawed as the old, and the struggle for power has only just begun. As the chaos grows, an alien mystery deepens. Pirate fleets, mutiny and betrayal may be the least of the Rocinante's problems. And in the uncanny spaces past the ring gates, the choices of a few damaged and desperate people may determine the fate of more than just humanity.";2010
Starflight;Melissa Landers;https://www.goodreads.com/book/show/21793182-starflight;2016;3.85;13295;['Science Fiction', 'Young Adult', 'Romance', 'Fantasy', 'Space', 'Adventure', 'Audiobook'];Life in the outer realm is a lawless, dirty, hard existence, and Solara Brooks is hungry for it. Just out of the orphanage, she needs a fresh start in a place where nobody cares about the engine grease beneath her fingernails or the felony tattoos across her knuckles. She's so desperate to reach the realm that she's willing to indenture herself to Doran Spaulding, the rich and popular quarterback who made her life miserable all through high school, in exchange for passage aboard the spaceliner Zenith.When a twist of fate lands them instead on the Banshee, a vessel of dubious repute, Doran learns he's been framed on Earth for conspiracy. As he pursues a set of mysterious coordinates rumored to hold the key to clearing his name, he and Solara must get past their enmity to work together and evade those out for their arrest. Life on the Banshee may be tumultuous, but as Solara and Doran are forced to question everything they once believed about their world—and each other—the ship becomes home, and the eccentric crew family. But what Solara and Doran discover on the mysterious Planet X has the power to not only alter their lives, but the existence of everyone in the universe...;2010
